park_id,name,state,address_line,suburb,postcode,lga,latitude,longitude,website,phone,email,tourism,category,operator_brand,operator_company,operator_source_url,opening_status,permanent_sites,tourist_sites,land_parcel_ids,land_area_sqm,land_area_source,source_primary,source_secondary,confidence,needs_review,date_collected_utc,notes
osm:way:1416400063,Sunset Tourist Park Office,QLD,,,,,-20.7096935,139.5004137,,,,,unknown,,,,,,,4SP159003;4AP3553;3SP159003;BSP159003;ASP159003;93MPH21970;1MPH8131;5AP3553;92MPH21970;91MPH21970;90MPH21970;89MPH21970;16MPH33412;BMPH8131;AMPH22066;AMPH22066;16MPH30299;17MPH30299;18MPH30299;23MPH30299;6SP214917;11USL47825;61MPH21971;62MPH21971;63MPH21971;61RD171;1SP214917;2SP214917;3SP214917;4SP214917;5SP214917;7SP214917;0SP214917;24SP349315,103261.0,qld_dcdb,osm_overpass,,0.6,1,2025-09-12T11:05:04.539964,
osm:node:5760987221,Mount Isa Caravan Park,QLD,,,,,-20.724561,139.5098716,,,,caravan_site,holiday,,,,,,,18RD284;16M758197;1RD838440;1MPH30437;ASP214929,214688.0,qld_dcdb,osm_overpass,,0.6,0,2025-09-12T11:05:04.539964,
osm:node:1811170589,Dajarra Campground,QLD,,,,,-21.6961164,139.5132523,,,,camp_site,camp,,,,,,,34MPH13988;35MPH13988;36MPH13988;37MPH13988;38MPH13988;39MPH13988;40MPH13988;1MPH32116;2MPH32116;3MPH34472;24MPH13988;25MPH13988;26MPH13988;27MPH13988;28MPH13988;29MPH13988;1MPH13988;2SP299486;411SP299426,999904.0,qld_dcdb,osm_overpass,,0.6,0,2025-09-12T11:05:04.539964,
osm:way:455194229,Discovery Holiday Parks - Argylla (BIG4),QLD,,,,,-20.722183,139.515826,https://www.big4.com.au/caravan-parks/qld/mount-isa,,,caravan_site,holiday,BIG4,BIG4 Holiday Parks,https://www.big4.com.au/caravan-parks/qld/mount-isa,,,,96RD804400;1SP328127;2SP328127;467SP328127;01SP328127;02SP328127,20806892.0,qld_dcdb,osm_overpass,,0.6,0,2025-09-12T11:05:04.539964,
osm:way:27601004,Caravan Park Road,QLD,,,,,-20.7233136,139.5161171,,,,,unknown,,,,,,,3SP328127;467SP328127;96RD804400;2SP328127;467SP328127;02SP328127;03SP328127,41523528.0,qld_dcdb,osm_overpass,,0.6,1,2025-09-12T11:05:04.539964,
osm:way:653913884,Caravan Park Road,QLD,,,,,-20.7233985,139.5161144,,,,,unknown,,,,,,,3SP328127;467SP328127;96RD804400;2SP328127;467SP328127;02SP328127;03SP328127,41523528.0,qld_dcdb,osm_overpass,,0.6,1,2025-09-12T11:05:04.539964,
osm:way:27601003,Caravan Park Road,QLD,,,,,-20.7236786,139.5167275,,,,,unknown,,,,,,,69RD800557;3SP328127;467SP328127;96RD804400;2SP328127;467SP328127;02SP328127;03SP328127,41554338.0,qld_dcdb,osm_overpass,,0.6,1,2025-09-12T11:05:04.539964,
osm:node:1811175115,Firey Creek,QLD,,,,,-18.695997,139.5219826,,,,camp_site,camp,,,,,,,5SP287784;05SP287784;5SP287784;05SP287784,7896000000.0,qld_dcdb,osm_overpass,,0.6,0,2025-09-12T11:05:04.539964,
osm:node:6087018797,Burketown Caravan Park,QLD,,,,,-17.7424359,139.5463496,https://www.burketowncaravanpark.net.au/,,,camp_site,holiday,,,,,,,141B1364;69B1364;68B1364;65B1364;607B1361;608B1361;13RP744339;602SP256050;73SP258882;161B1364;12B13616;132B1364;67B1364;66B1364;615B1361;2SP280677;131B1364;64B1364;77B1364;601B1361,39460.0,qld_dcdb,osm_overpass,,0.6,0,2025-09-12T11:05:04.539964,
osm:node:1811181837,Lake Moondarra Picnic Area,QLD,,,,,-20.58806,139.57694,,,,camp_site,camp,,,,,,,90SP237661,111000000.0,qld_dcdb,osm_overpass,,0.6,0,2025-09-12T11:05:04.539964,
osm:node:1811177110,Glengyle Rest Area,QLD,,,,,-24.9137608,139.6489411,,,,camp_site,camp,,,,,,,1SP263960;1SP263960,11080000000.0,qld_dcdb,osm_overpass,,0.6,0,2025-09-12T11:05:04.539964,
osm:node:316606220,Peak Creek Rest Area,QLD,,,,,-22.4107855,139.6633235,,,,camp_site,camp,,,,,,,70SP262992;70SP262992,4980000000.0,qld_dcdb,osm_overpass,,0.6,0,2025-09-12T11:05:04.539964,
osm:node:8953415155,Eddie Miller Rest Area,QLD,,,,,-23.4161733,139.6691528,,,,camp_site,camp,,,,,,,3SP263939,12900000000.0,qld_dcdb,osm_overpass,,0.6,0,2025-09-12T11:05:04.539964,
osm:node:1811200635,Upper Limestone Creek,QLD,,,,,-22.59833,139.71806,,,,camp_site,camp,,,,,,,70SP262992,2490000000.0,qld_dcdb,osm_overpass,,0.6,0,2025-09-12T11:05:04.539964,
osm:node:1811182359,Leichhardt River,QLD,,,,,-18.80611,139.785,,,,camp_site,camp,,,,,,,8TW8,287000000.0,qld_dcdb,osm_overpass,,0.6,0,2025-09-12T11:05:04.539964,
osm:node:8930360664,The Thirsty Camel,QLD,,,,,-21.3563185,139.8640489,,,,camp_site,camp,,,,,,,1D59812;4D59811;85USL756;13MPH13985;11AP15744;12MPH13985;14MPH13985;5D5988;16MPH13985;28D5981;29D5981;181SP136487,421130.0,qld_dcdb,osm_overpass,,0.6,0,2025-09-12T11:05:04.539964,
osm:way:294265043,Boulia Caravan Park,QLD,,,,,-22.9094495,139.9188213,,,,caravan_site,holiday,,,,,,,1SP118535;106SP349329;5SP111278,129610.0,qld_dcdb,osm_overpass,,0.6,0,2025-09-12T11:05:04.539964,
osm:node:1811163243,Boulia Caravan Park,QLD,,,,,-22.9092892,139.9190477,,,,camp_site,holiday,,,,,,,1SP118535;106SP349329;5SP111278,129610.0,qld_dcdb,osm_overpass,,0.6,0,2025-09-12T11:05:04.539964,
osm:node:1811163598,Burke River,QLD,,,,,-22.8886531,139.9378926,,,,camp_site,camp,,,,,,,101SP349329,2250000.0,qld_dcdb,osm_overpass,,0.6,0,2025-09-12T11:05:04.539964,
osm:node:1850870733,Mary Kathleen Caravan Park,QLD,,,,,-20.7836311,139.9788757,,,,caravan_site,holiday,,,,,,,922SP137139,454000000.0,qld_dcdb,osm_overpass,,0.6,0,2025-09-12T11:05:04.539964,
osm:node:1811175356,Fountain Springs Rest Area,QLD,,,,,-20.800115,139.9965673,,,,camp_site,camp,,,,,,,554SP177589;554SP177589,718000000.0,qld_dcdb,osm_overpass,,0.6,0,2025-09-12T11:05:04.539964,
osm:node:1811191018,Old Police Barracks Waterhole,QLD,,,,,-22.72,140.03111,,,,camp_site,camp,,,,,,,3560SP256833,308000000.0,qld_dcdb,osm_overpass,,0.6,0,2025-09-12T11:05:04.539964,
osm:node:10960688811,Corella Dam,QLD,,,,,-20.8376709,140.0460634,,,,camp_site,camp,,,,,,,84SP292303;84SP292303,12760000.0,qld_dcdb,osm_overpass,,0.6,0,2025-09-12T11:05:04.539964,
osm:node:1811165036,Clem Walton Park & Corella Dam,QLD,,,,,-20.82667,140.04889,,,,camp_site,camp,,,,,,,84SP292303;84SP292303,12760000.0,qld_dcdb,osm_overpass,,0.6,0,2025-09-12T11:05:04.539964,
osm:node:1811199156,Tower Layby,QLD,,,,,-18.1525,140.09667,,,,camp_site,camp,,,,,,,2SP181805;SSP110462;3SP181805,2583662000.0,qld_dcdb,osm_overpass,,0.6,0,2025-09-12T11:05:04.539964,
osm:node:2385035547,Burke & Wills Memorial Rest Area (Corella River),QLD,,,,,-20.7822169,140.1125243,,,,camp_site,camp,,,,,,,220SP177588;220SP177588,1312000000.0,qld_dcdb,osm_overpass,,0.6,0,2025-09-12T11:05:04.539964,
osm:node:316605967,Monstraven Layby,QLD,,,,,-19.9482726,140.2076057,,,,camp_site,camp,,,,,,,59TG40;59TG40,4280000000.0,qld_dcdb,osm_overpass,,0.6,0,2025-09-12T11:05:04.539964,
osm:node:316605971,Telstra Tower Layby,QLD,,,,,-19.9873791,140.2162256,,,,camp_site,camp,,,,,,,3421SP238152;59TG40;3GR44,2401940000.0,qld_dcdb,osm_overpass,,0.6,0,2025-09-12T11:05:04.539964,
osm:node:1811197547,Telstra Tower Layby,QLD,,,,,-19.98694,140.21639,,,,camp_site,camp,,,,,,,3421SP238152;59TG40;3GR44,2401940000.0,qld_dcdb,osm_overpass,,0.6,0,2025-09-12T11:05:04.539964,
osm:node:1811197618,Terry Smith Lookout,QLD,,,,,-20.080279,140.2272577,,,,camp_site,camp,,,,,,,92SP255105;92SP255105,377600000.0,qld_dcdb,osm_overpass,,0.6,0,2025-09-12T11:05:04.539964,
osm:node:1811163596,Burke & Wills Roadhouse,QLD,,,,,-19.2276502,140.3475511,,,,camp_site,camp,,,,,,,50SP212806;2LS12;3LS809246,3300040460.0,qld_dcdb,osm_overpass,,0.6,0,2025-09-12T11:05:04.539964,
osm:node:1811169245,Cowan Downs Rest Area,QLD,,,,,-18.98667,140.43472,,,,camp_site,camp,,,,,,,5SP299159;5SP299159,4740000000.0,qld_dcdb,osm_overpass,,0.6,0,2025-09-12T11:05:04.539964,
osm:node:1811201315,Wal's Camp,QLD,,,,,-20.71611,140.49639,,,,camp_site,camp,,,,,,,1RP703311;5BD212,388710.0,qld_dcdb,osm_overpass,,0.6,0,2025-09-12T11:05:04.539964,
osm:node:1811172279,Donors Hill Rest Area,QLD,,,,,-18.6982281,140.5123188,,,,camp_site,camp,,,,,,,2SP340482;02SP287775;2SP340482;02SP287775,5544000000.0,qld_dcdb,osm_overpass,,0.6,0,2025-09-12T11:05:04.539964,
osm:way:230522557,Oasis Caravan Park,QLD,,,,,-20.7060054,140.5172722,,,,caravan_site,holiday,,,,,,,106RP703327;107RP703327;110RP703327;113RP703327;2RP718975;1RP718975;114RP703327;3RP716924;105RP703327;109RP703327;111RP703327;112RP703327;1RP716924;104RP703327;103RP703327;102RP703327;101RP703327;100RP703327;15RP725217;14RP725217;13RP725217;12RP725217;108RP703327;214RP703327;4RP716924,49586.0,qld_dcdb,osm_overpass,,0.6,0,2025-09-12T11:05:04.539964,
osm:node:9890752921,Discovery Parks Cloncurry,QLD,,,,,-20.7076035,140.5280131,,,,camp_site,camp,Discovery,Discovery Parks,,,,,100RP910522;95CP865804;4910SP135396;33BD68,10482970.0,qld_dcdb,osm_overpass,,0.6,0,2025-09-12T11:05:04.539964,
osm:node:1811178081,Hamilton Channels,QLD,,,,,-22.77306,140.58083,,,,camp_site,camp,,,,,,,3HL12,735000000.0,qld_dcdb,osm_overpass,,0.6,0,2025-09-12T11:05:04.539964,
osm:node:8444322782,George and Gladys Hasted Rest Area,QLD,,,,,-22.7728017,140.597692,,,,camp_site,camp,,,,,,,2HL8;1HL1,5186070.0,qld_dcdb,osm_overpass,,0.6,0,2025-09-12T11:05:04.539964,
osm:node:1811160176,Bang Bang Rest Area,QLD,,,,,-18.5265844,140.653821,,,,camp_site,camp,,,,,,,2SP340482;02SP287775;2SP340482;02SP287775,5544000000.0,qld_dcdb,osm_overpass,,0.6,0,2025-09-12T11:05:04.539964,
osm:node:1811162304,Betoota Rest Area,QLD,,,,,-25.69333,140.74778,,,,camp_site,camp,,,,,,,110DO4;109DO4;108DO4;107DO4;106DO4;105DO4;104DO4;103DO4;102DO4;101DO4;203DO4;204DO4;208DO4;209DO4;21SP314286;3SP226882;4SP302011,8134392.0,qld_dcdb,osm_overpass,,0.6,0,2025-09-12T11:05:04.539964,
osm:node:1811192863,Qt124,QLD,,,,,-18.2880962,140.809662,,,,camp_site,camp,,,,,,,,,,osm_overpass,,0.6,0,2025-09-12T11:05:04.539964,
osm:node:1811183361,Little Bynoe River,QLD,,,,,-17.86667,140.82444,,,,camp_site,camp,,,,,,,21SP320135;22SP320135,23210000.0,qld_dcdb,osm_overpass,,0.6,0,2025-09-12T11:05:04.539964,
osm:way:230311060,Karumba Point Sunset Caravan Park,QLD,,,,,-17.4633958,140.8302141,,,,caravan_site,holiday,,,,,,,CSP242969;GSP242986;11NM843281;12NM843281;11SP258858,5554934.0,qld_dcdb,osm_overpass,,0.6,0,2025-09-12T11:05:04.539964,
osm:way:230324861,Karumba Point Tourist Park,QLD,,,,,-17.4546116,140.836611,,,,caravan_site,holiday,,,,,,,65SP166299;12SP323741;11SP258858,8405150.0,qld_dcdb,osm_overpass,,0.6,0,2025-09-12T11:05:04.539964,
osm:way:863533339,Gulf Country Caravan Park,QLD,,,,,-17.4891894,140.8366892,,,,caravan_site,holiday,,,,,,,3RP739966;6RP843623;5RP843623;1140SP227924;2SP238682;2SP172670;3SP235294;2RP739966;4RP843623;7RP843623;1SP238682;2SP235294,330338.0,qld_dcdb,osm_overpass,,0.6,0,2025-09-12T11:05:04.539964,
osm:way:863742613,Caravan Park,QLD,,,,,-17.4847672,140.8381855,,,,,unknown,,,,,,,115NM34;10RP733673;9RP733673;602K3642;603K3642;607K3642;609K3642;11RP733673;8RP733673;7RP733673;6RP733673;5RP733673;601K3642;604K3642;605K3642;606K3642;608K3642;1RP843624;14RP843624;1SP287771,39621.0,qld_dcdb,osm_overpass,,0.6,1,2025-09-12T11:05:04.539964,
osm:node:1811192883,Qt125,QLD,,,,,-17.961217,140.9039836,,,,camp_site,camp,,,,,,,9NM143;9NM143,3420000000.0,qld_dcdb,osm_overpass,,0.6,0,2025-09-12T11:05:04.539964,
osm:node:5427756949,,QLD,,,,,-21.83514,140.912762,,,,camp_site,camp,,,,,,,1CP865897,99900000.0,qld_dcdb,osm_overpass,,0.6,1,2025-09-12T11:05:04.539964,
osm:way:563147225,cong camp,QLD,,,,,-21.8350568,140.913348,,,,camp_site,camp,,,,,,,1CP865897,99900000.0,qld_dcdb,osm_overpass,,0.6,0,2025-09-12T11:05:04.539964,
osm:node:5427756950,,QLD,,,,,-21.8351505,140.9135949,,,,camp_site,camp,,,,,,,1CP865897,99900000.0,qld_dcdb,osm_overpass,,0.6,1,2025-09-12T11:05:04.539964,
osm:node:1811175660,Fullarton River North Rest Area,QLD,,,,,-21.0213028,140.9396674,,,,camp_site,camp,,,,,,,3AL66;BAP23800,20570000.0,qld_dcdb,osm_overpass,,0.6,0,2025-09-12T11:05:04.539964,
osm:node:1811179292,Jack And Lil's Rest Area,QLD,,,,,-19.66861,140.9425,,,,camp_site,camp,,,,,,,10SP223544;2CE7,375556688.0,qld_dcdb,osm_overpass,,0.6,0,2025-09-12T11:05:04.539964,
osm:way:265146867,State Border Rest Area,VIC,,,,,-36.344502,140.9672926,,,,camp_site,camp,,,,,,,,,,osm_overpass,,0.6,0,2025-09-12T11:05:04.539964,
osm:node:7738705057,Border Camping Area,VIC,,,,,-34.7055041,140.9690406,,,,camp_site,camp,,,,,,,,,,osm_overpass,,0.6,0,2025-09-12T11:05:04.539964,
osm:node:4974665801,,VIC,,,,,-37.8763994,140.9779388,,,,camp_site,camp,,,,,,,,,,osm_overpass,,0.6,1,2025-09-12T11:05:04.539964,
osm:node:1808392058,Pinaster Picnic Area,VIC,,,,,-37.84139,140.97833,,,,camp_site,camp,,,,,,,,,,osm_overpass,,0.6,0,2025-09-12T11:05:04.539964,
osm:node:1808392102,Serviceton Recreational Reserve,VIC,,,,,-36.3866374,140.9808681,,,,camp_site,camp,,,,,,,,,,osm_overpass,,0.6,0,2025-09-12T11:05:04.539964,
osm:node:7941013290,Gum Hole Camping Area,QLD,,,,,-23.6710774,140.9859347,https://parks.des.qld.gov.au/parks/diamantina/camping/gum-hole,,,camp_site,camp,,,,,,,,,,osm_overpass,,0.6,0,2025-09-12T11:05:04.539964,
osm:node:316599357,Princess Margaret Rose Caves - Lower Glenelg NP,VIC,,,,,-37.9868781,140.9918458,,,,camp_site,camp,,,,,,,,,,osm_overpass,,0.6,0,2025-09-12T11:05:04.539964,
osm:node:1296124476,Red Bluff,VIC,,,,,-35.8769929,140.9984674,,,,camp_site,camp,,,,,,,,,,osm_overpass,,0.6,0,2025-09-12T11:05:04.539964,
osm:node:1956246563,,QLD,,,,,-28.9958921,141.0006168,,,,camp_site,camp,,,,,,,6CR9,2480000.0,qld_dcdb,osm_overpass,,0.6,1,2025-09-12T11:05:04.539964,
osm:node:9738925392,Burns/Cockburn Rest Area,NSW,,,,,-32.0790736,141.0019269,,,,camp_site,camp,,,,,,,,,,osm_overpass,,0.6,0,2025-09-12T11:05:04.539964,nsw_area_error:RetryError[<Future at 0x106a034d0 state=finished raised ConnectionError>]
osm:node:5472432421,,VIC,,,,,-38.0492915,141.0074972,,,,camp_site,camp,,,,,,,,,,osm_overpass,,0.6,1,2025-09-12T11:05:04.539964,
osm:way:234989152,Kywong Caravan Park,VIC,,,,,-38.0388007,141.010269,,,,caravan_site,holiday,,,,,,,,,,osm_overpass,,0.6,0,2025-09-12T11:05:04.539964,
osm:node:8042117285,Karnkendi Campsite,VIC,,,,,-38.0467939,141.011506,http://www.karnkendi.pcsa.org.au/,,,camp_site,camp,,,,,,,,,,osm_overpass,,0.6,0,2025-09-12T11:05:04.539964,
osm:node:9633308060,Lasletts Canoe Camp,VIC,,,,,-37.9935694,141.0161305,,,,camp_site,camp,,,,,,,,,,osm_overpass,,0.6,0,2025-09-12T11:05:04.539964,
osm:node:13119132378,Berrook Campground,VIC,,,,,-34.9897277,141.0192177,,,,camp_site,camp,,,,,,,,,,osm_overpass,,0.6,0,2025-09-12T11:05:04.539964,
osm:way:1361004609,Lindsay Point Campground,VIC,,,,,-34.088659,141.0401003,,,,camp_site,camp,,,,,,,,,,osm_overpass,,0.6,0,2025-09-12T11:05:04.539964,
osm:node:1676322293,Lindsay Point Campground,VIC,,,,,-34.0882845,141.0404984,,,,camp_site,camp,,,,,,,,,,osm_overpass,,0.6,0,2025-09-12T11:05:04.539964,
osm:way:246097526,,QLD,,,,,-17.6775322,141.0684238,,,,caravan_site,holiday,,,,,,,42N14839;5SP112907;60N14839;43N14839;45N14839;47N14839;48N14839;14SP329435;10N14858;59N14839;44N14839;46N14839;50N14839;49N14839,408845.0,qld_dcdb,osm_overpass,,0.6,1,2025-09-12T11:05:04.539964,
osm:node:1808393898,Ngallo Park,VIC,,,,,-35.27306,141.06917,,,,camp_site,camp,,,,,,,,,,osm_overpass,,0.6,0,2025-09-12T11:05:04.539964,
osm:node:3341866032,Shearers Quarters camp ground,VIC,,,,,-34.5633205,141.0712075,,,,camp_site,camp,,,,,,,,,,osm_overpass,,0.6,0,2025-09-12T11:05:04.539964,
osm:node:3227710880,Coburns Pines,VIC,,,,,-35.3974344,141.0715353,,,,camp_site,camp,,,,,,,,,,osm_overpass,,0.6,0,2025-09-12T11:05:04.539964,
osm:node:1811192314,Pine View Station,NSW,,,,,-30.69611,141.07278,https://www.pineviewstation.com.au/,+61 2 8809 2513,,camp_site,camp,,,,,,,,,,osm_overpass,,0.6,0,2025-09-12T11:05:04.539964,nsw_area_error:RetryError[<Future at 0x106d0c050 state=finished raised ConnectionError>]
osm:node:1811163591,Burke & Wills Dig Tree,QLD,,,,,-27.62194,141.0733641,,,,camp_site,camp,,,,,,,415CP835115,3007000000.0,qld_dcdb,osm_overpass,,0.6,0,2025-09-12T11:05:04.539964,
