park_id,osm_type,osm_id,name,latitude,longitude,state,addr:housenumber,addr:street,addr:city,addr:postcode,website,phone,email,tourism,source_primary,brand,operator,operator_brand,operator_company,operator_source_url,source_secondary,nsw_parcels_count,nsw_parcel_ids,nsw_area_sum_sqm,notes,land_parcel_ids,land_area_sqm,land_area_source,nsw_checked,qld_parcels_count,qld_checked,category,confidence,needs_review,date_collected_utc
osm:way:715380221,way,715380221.0,Future System Caravan,-37.6463494,144.9403938,VIC,,,,,,,,,osm_overpass,,,,,,,0,,,,,,,0,0,0,unknown,0.6,1,2025-09-12T11:05:04.539964
osm:node:1811199957,node,1811199957.0,Trilby Station,-30.63889,144.94278,NSW,,,,,,,,camp_site,osm_overpass,,,,,,,0,,,nsw_area_error:RetryError[<Future at 0x105018650 state=finished raised ConnectionError>],,,,1,0,0,camp,0.6,0,2025-09-12T11:05:04.539964
osm:node:13122066177,node,13122066177.0,Apollo Caravan Park/Sydney Road,-37.6188,144.94721,VIC,,,,,https://transport.vic.gov.au/stop/20807/,,,,osm_overpass,,,,,,,0,,,,,,,0,0,0,unknown,0.6,1,2025-09-12T11:05:04.539964
osm:node:10925996223,node,10925996223.0,Apollo Caravan Park/Sydney Road,-37.6191124,144.94775,VIC,,,,,https://transport.vic.gov.au/stop/20807/,,,,osm_overpass,,,,,,,0,,,,,,,0,0,0,unknown,0.6,1,2025-09-12T11:05:04.539964
osm:way:314797599,way,314797599.0,Kilmore Caravan Park,-37.2856338,144.9503128,VIC,,,,,,,,caravan_site,osm_overpass,,,,,,,0,,,,,,,0,0,0,holiday,0.6,0,2025-09-12T11:05:04.539964
osm:node:1808392160,node,1808392160.0,Tongala Turnoff Rest Area,-36.1993701,144.950849,VIC,,,,,,,,camp_site,osm_overpass,,,,,,,0,,,,,,,0,0,0,camp,0.6,0,2025-09-12T11:05:04.539964
osm:way:1354142185,way,1354142185.0,Blue Gum Park Northside,-37.6450026,144.9529549,VIC,2110 -2118,Sydney Road,,,,,,caravan_site,osm_overpass,,,,,,,0,,,,,,,0,0,0,holiday,0.6,0,2025-09-12T11:05:04.539964
osm:way:909375502,way,909375502.0,JB Caravans,-37.6504027,144.9547971,VIC,,,,,,,,,osm_overpass,,,,,,,0,,,,,,,0,0,0,unknown,0.6,1,2025-09-12T11:05:04.539964
osm:way:544460475,way,544460475.0,Barmah Bridge Caravan Park,-36.0177755,144.9553763,NSW,,,,,https://barmahbridgecaravanpark.com.au/,,,caravan_site,osm_overpass,,,,,,osm_overpass,0,,,nsw_area_error:RetryError[<Future at 0x10501bb50 state=finished raised ConnectionError>],,,,1,0,0,holiday,0.6,0,2025-09-12T11:05:04.539964
osm:node:7650872880,node,7650872880.0,Cutting Creek Camping Area,-35.9145277,144.9561265,VIC,,,,,,,,camp_site,osm_overpass,,Parks Victoria,,,,,0,,,,,,,0,0,0,camp,0.6,0,2025-09-12T11:05:04.539964
osm:way:801334913,way,801334913.0,Sylvan Caravan Park,-37.6696311,144.9567994,VIC,1780,Sydney Road,Campbellfield,3061.0,,,,caravan_site,osm_overpass,,,,,,,0,,,,,,,0,0,0,holiday,0.6,0,2025-09-12T11:05:04.539964
osm:node:691876752,node,691876752.0,,-35.9587543,144.9582536,VIC,,,,,,,,camp_site,osm_overpass,,,,,,,0,,,,,,,0,0,0,camp,0.6,1,2025-09-12T11:05:04.539964
osm:node:1808392605,node,1808392605.0,Barmah Lakes Campground,-35.9562482,144.9589455,VIC,,,,,,,,camp_site,osm_overpass,,,,,,,0,,,,,,,0,0,0,camp,0.6,0,2025-09-12T11:05:04.539964
osm:node:8439989968,node,8439989968.0,Edward River Bridge Campsite,-35.8093043,144.9591091,NSW,,,,,,,,camp_site,osm_overpass,,,,,,,0,,,nsw_area_error:RetryError[<Future at 0x105039450 state=finished raised ConnectionError>],,,,1,0,0,camp,0.6,0,2025-09-12T11:05:04.539964
